Population,Literacy rate ,Income ,crime rate ,Growth rate,unemployment rate ,employment rate,GDP growth rate,safety index,Economic rate
1354051854,74.04%,74920,44.16,7.1%(annual change),3.60%,6.40%,7.1,55.84,60.4
